,_wpmbiasp,_wp5,_wp4,_wp1,_wp0,_wnmbiasp,_wnmbiasn,_wn8,_wn6,_wn4,_wn0,_nfpmbiasp,_nfp5,_nfp4,_nfp1,_nfp0,_nfnmbiasp,_nfnmbiasn,_nfn8,_nfn6,_nfn4,_nfn0,_lpmbiasp,_lp5,_lp4,_lp1,_lp0,_lnmbiasp,_lnmbiasn,_ln8,_ln6,_ln4,_ln0,fom,gdc,idd,gbw,pm,cload
0,9.12E-6,1.0E-5,7.42E-6,1.2E-7,1.6E-7,1.7E-6,5.98E-6,6.16E-6,1.2E-7,2.94E-6,1.8E-7,9.0,4.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.78E-6,2.2E-7,6.0E-8,2.8E-7,2.0E-7,9.8E-7,1.18E-6,6.6E-7,1.2E-6,1.94E-6,8.4E-7,7213.2,48.176,3.0321E-4,3.6452E8,61.736,5e-13
1,8.06E-6,9.5E-6,7.82E-6,1.2E-7,2.6E-7,1.62E-6,8.04E-6,5.82E-6,1.2E-7,3.68E-6,1.6E-7,2.0,4.0,1.0,2.0,1.0,17.0,4.0,1.0,1.0,1.0,2.0,1.96E-6,2.2E-7,6.0E-8,5.6E-7,1.8E-7,1.42E-6,1.78E-6,6.0E-7,1.08E-6,1.98E-6,4.4E-7,8309.9,47.959,2.9003E-4,4.0169E8,60.25,5e-13
2,9.6E-6,5.92E-6,7.84E-6,1.6E-7,2.4E-7,1.58E-6,7.12E-6,5.52E-6,1.4E-7,2.92E-6,1.6E-7,5.0,8.0,1.0,1.0,1.0,14.0,3.0,1.0,1.0,1.0,2.0,1.92E-6,2.6E-7,6.0E-8,3.4E-7,1.6E-7,1.14E-6,1.66E-6,6.2E-7,1.56E-6,1.86E-6,4.4E-7,8807.9,47.951,2.9271E-4,4.2969E8,61.159,5e-13
3,8.3E-6,8.98E-6,7.16E-6,1.2E-7,2.4E-7,1.66E-6,6.32E-6,5.1E-6,1.4E-7,3.26E-6,2.0E-7,7.0,5.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,1.78E-6,2.2E-7,6.0E-8,2.8E-7,1.6E-7,1.38E-6,1.3E-6,6.2E-7,1.96E-6,1.66E-6,5.2E-7,10061.0,47.942,2.6449E-4,4.4349E8,60.101,5e-13
4,8.78E-6,5.58E-6,8.04E-6,1.4E-7,3.2E-7,2.04E-6,8.16E-6,8.72E-6,1.2E-7,4.1E-6,2.2E-7,9.0,8.0,1.0,1.0,1.0,12.0,4.0,1.0,1.0,1.0,2.0,1.6E-6,2.4E-7,6.0E-8,2.4E-7,2.0E-7,1.06E-6,1.52E-6,8.4E-7,1.42E-6,1.94E-6,4.6E-7,9063.9,47.902,3.0702E-4,4.638E8,60.112,5e-13
5,8.8E-6,8.66E-6,7.62E-6,1.2E-7,2.0E-7,1.82E-6,8.62E-6,5.82E-6,2.2E-7,4.26E-6,1.4E-7,4.0,4.0,1.0,1.0,1.0,14.0,8.0,1.0,1.0,1.0,3.0,1.98E-6,2.0E-7,6.0E-8,3.6E-7,1.4E-7,1.42E-6,1.82E-6,6.0E-7,1.14E-6,1.96E-6,6.4E-7,9651.3,47.849,2.7856E-4,4.4808E8,61.805,5e-13
6,9.66E-6,5.3E-6,7.72E-6,1.2E-7,2.4E-7,1.58E-6,7.88E-6,5.2E-6,1.2E-7,3.6E-6,1.2E-7,15.0,5.0,1.0,1.0,2.0,3.0,10.0,1.0,1.0,1.0,3.0,1.82E-6,2.0E-7,6.0E-8,2.0E-7,1.8E-7,1.0E-6,1.76E-6,6.4E-7,1.02E-6,1.88E-6,7.0E-7,10315.0,47.779,2.5925E-4,4.4571E8,60.842,5e-13
7,8.82E-6,9.94E-6,8.12E-6,1.2E-7,2.6E-7,1.7E-6,8.0E-6,6.3E-6,1.4E-7,3.36E-6,1.6E-7,4.0,4.0,1.0,1.0,1.0,17.0,9.0,1.0,1.0,1.0,2.0,1.98E-6,2.2E-7,6.0E-8,3.2E-7,1.8E-7,1.18E-6,1.38E-6,5.6E-7,1.1E-6,1.92E-6,4.2E-7,9949.7,47.772,2.8356E-4,4.7022E8,62.14,5e-13
8,7.88E-6,5.66E-6,9.36E-6,1.2E-7,3.0E-7,1.28E-6,7.22E-6,6.3E-6,1.2E-7,4.12E-6,1.4E-7,9.0,7.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,3.0,1.78E-6,2.0E-7,6.0E-8,2.2E-7,1.6E-7,1.0E-6,1.18E-6,6.4E-7,1.12E-6,1.98E-6,5.2E-7,10463.0,47.756,2.674E-4,4.6632E8,62.734,5e-13
9,8.74E-6,7.4E-6,9.78E-6,1.2E-7,3.8E-7,1.7E-6,8.16E-6,6.74E-6,1.2E-7,2.78E-6,1.2E-7,7.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.44E-6,2.6E-7,6.0E-8,2.4E-7,1.8E-7,1.2E-6,1.42E-6,8.4E-7,1.12E-6,2.0E-6,6.4E-7,8677.3,47.691,2.2791E-4,3.2962E8,60.275,5e-13
10,9.92E-6,8.74E-6,8.46E-6,1.2E-7,3.0E-7,1.74E-6,7.64E-6,5.8E-6,1.4E-7,2.94E-6,1.6E-7,7.0,4.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,2.0,1.76E-6,2.0E-7,6.0E-8,3.0E-7,1.6E-7,1.0E-6,1.54E-6,5.8E-7,1.54E-6,1.84E-6,4.8E-7,10764.0,47.504,2.8822E-4,5.1707E8,60.722,5e-13
11,9.86E-6,7.06E-6,7.64E-6,2.2E-7,1.6E-7,1.84E-6,9.86E-6,5.2E-6,1.2E-7,3.12E-6,1.2E-7,8.0,4.0,1.0,1.0,2.0,2.0,12.0,1.0,1.0,1.0,2.0,1.68E-6,2.2E-7,6.0E-8,4.4E-7,1.6E-7,1.08E-6,1.76E-6,6.4E-7,7.4E-7,2.0E-6,6.6E-7,10321.0,47.482,2.0122E-4,3.4614E8,60.589,5e-13
12,7.46E-6,4.92E-6,8.42E-6,1.2E-7,3.0E-7,1.3E-6,7.14E-6,5.82E-6,1.2E-7,2.94E-6,1.2E-7,11.0,7.0,1.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,2.0,1.98E-6,2.0E-7,6.0E-8,2.8E-7,1.4E-7,1.38E-6,1.94E-6,6.6E-7,1.46E-6,1.84E-6,3.2E-7,10786.0,47.452,3.3407E-4,6.0057E8,60.585,5e-13
13,8.9E-6,8.78E-6,8.04E-6,1.2E-7,2.6E-7,1.66E-6,8.32E-6,4.96E-6,1.2E-7,3.04E-6,2.0E-7,9.0,4.0,1.0,1.0,1.0,2.0,12.0,1.0,1.0,1.0,2.0,1.88E-6,2.0E-7,6.0E-8,3.0E-7,1.6E-7,1.52E-6,1.84E-6,6.0E-7,1.82E-6,1.9E-6,4.8E-7,12043.0,47.421,2.5142E-4,5.0464E8,60.766,5e-13
14,9.54E-6,6.98E-6,7.3E-6,2.2E-7,1.6E-7,1.84E-6,9.86E-6,5.2E-6,1.2E-7,3.12E-6,1.2E-7,8.0,4.0,1.0,1.0,2.0,2.0,12.0,1.0,1.0,1.0,2.0,1.68E-6,2.2E-7,6.0E-8,4.4E-7,1.6E-7,1.08E-6,1.76E-6,6.4E-7,7.4E-7,2.0E-6,6.6E-7,10525.0,47.347,2.0143E-4,3.5332E8,60.529,5e-13
15,7.26E-6,9.1E-6,8.52E-6,1.2E-7,3.0E-7,1.4E-6,7.06E-6,7.08E-6,1.2E-7,3.64E-6,4.0E-7,16.0,3.0,1.0,1.0,1.0,10.0,9.0,1.0,1.0,1.0,1.0,1.98E-6,1.8E-7,6.0E-8,3.0E-7,1.4E-7,1.1E-6,1.2E-6,6.2E-7,9.0E-7,1.52E-6,5.0E-7,10193.0,47.343,3.133E-4,5.3223E8,61.865,5e-13
16,9.9E-6,5.76E-6,8.0E-6,1.6E-7,3.0E-7,1.58E-6,7.16E-6,5.52E-6,1.4E-7,3.04E-6,1.2E-7,9.0,7.0,1.0,1.0,1.0,15.0,3.0,1.0,1.0,1.0,4.0,1.92E-6,2.4E-7,6.0E-8,2.6E-7,1.6E-7,1.14E-6,1.94E-6,6.4E-7,1.52E-6,1.84E-6,4.4E-7,10189.0,47.28,3.2607E-4,5.5373E8,60.626,5e-13
17,9.16E-6,8.34E-6,9.78E-6,1.2E-7,2.4E-7,1.54E-6,7.16E-6,5.06E-6,1.2E-7,3.76E-6,1.8E-7,21.0,4.0,1.0,1.0,1.0,16.0,2.0,1.0,1.0,1.0,2.0,1.54E-6,2.8E-7,6.0E-8,3.0E-7,2.0E-7,1.2E-6,1.5E-6,6.4E-7,1.32E-6,2.0E-6,4.8E-7,8846.0,47.263,2.4582E-4,3.6242E8,67.244,5e-13
18,9.5E-6,7.3E-6,8.28E-6,1.6E-7,1.8E-7,1.6E-6,7.7E-6,5.18E-6,1.4E-7,4.04E-6,1.4E-7,9.0,6.0,1.0,1.0,2.0,23.0,12.0,1.0,1.0,1.0,2.0,1.74E-6,2.4E-7,6.0E-8,2.0E-7,1.8E-7,1.38E-6,1.78E-6,7.2E-7,1.54E-6,2.0E-6,4.0E-7,10601.0,47.262,2.4359E-4,4.3039E8,62.456,5e-13
19,6.76E-6,6.88E-6,8.04E-6,1.2E-7,2.6E-7,1.42E-6,1.0E-5,5.48E-6,1.2E-7,3.48E-6,1.2E-7,4.0,4.0,1.0,1.0,1.0,20.0,3.0,1.0,1.0,1.0,1.0,1.62E-6,2.4E-7,6.0E-8,3.8E-7,1.6E-7,1.68E-6,1.58E-6,8.6E-7,9.4E-7,2.0E-6,2.8E-7,14151.0,47.255,1.6135E-4,3.8055E8,61.381,5e-13
20,9.18E-6,6.42E-6,7.2E-6,1.2E-7,1.4E-7,1.38E-6,5.36E-6,5.2E-6,1.2E-7,2.8E-6,1.2E-7,6.0,4.0,1.0,1.0,2.0,7.0,11.0,1.0,1.0,1.0,3.0,1.84E-6,2.0E-7,6.0E-8,2.8E-7,1.6E-7,1.08E-6,1.12E-6,8.2E-7,1.02E-6,1.92E-6,7.0E-7,10978.0,47.211,2.4424E-4,4.4688E8,61.633,5e-13
21,8.14E-6,7.7E-6,9.9E-6,1.2E-7,1.2E-7,1.68E-6,9.1E-6,7.62E-6,1.2E-7,3.5E-6,1.2E-7,9.0,4.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,1.94E-6,2.4E-7,8.0E-8,2.8E-7,1.4E-7,1.12E-6,1.12E-6,7.4E-7,9.2E-7,1.84E-6,8.4E-7,10578.0,47.19,2.2702E-4,4.0023E8,60.817,5e-13
22,9.6E-6,7.4E-6,8.66E-6,1.2E-7,3.0E-7,1.46E-6,6.28E-6,5.22E-6,1.2E-7,3.24E-6,2.6E-7,15.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.78E-6,2.4E-7,6.0E-8,3.4E-7,1.8E-7,1.02E-6,8.0E-7,6.4E-7,1.64E-6,2.0E-6,5.2E-7,12364.0,47.147,2.0107E-4,4.1436E8,60.355,5e-13
23,8.28E-6,9.02E-6,8.52E-6,1.2E-7,1.2E-7,1.54E-6,7.76E-6,6.8E-6,1.6E-7,3.7E-6,1.4E-7,12.0,4.0,1.0,1.0,2.0,8.0,49.0,1.0,1.0,1.0,2.0,1.74E-6,3.0E-7,6.0E-8,3.0E-7,1.6E-7,9.0E-7,9.4E-7,6.2E-7,1.42E-6,1.84E-6,5.0E-7,10594.0,47.143,2.4346E-4,4.2988E8,61.057,5e-13
24,9.52E-6,7.18E-6,7.02E-6,1.2E-7,1.4E-7,1.58E-6,7.88E-6,5.5E-6,1.2E-7,3.92E-6,1.2E-7,18.0,5.0,1.0,1.0,2.0,3.0,10.0,1.0,1.0,1.0,4.0,1.86E-6,2.0E-7,6.0E-8,2.0E-7,1.6E-7,1.08E-6,1.58E-6,7.4E-7,1.26E-6,1.7E-6,7.0E-7,11372.0,47.101,2.3221E-4,4.401E8,61.189,5e-13
25,9.8E-6,6.24E-6,9.06E-6,1.2E-7,3.4E-7,1.7E-6,8.8E-6,5.04E-6,1.6E-7,3.34E-6,1.4E-7,12.0,4.0,1.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,2.0,1.54E-6,2.4E-7,6.0E-8,3.2E-7,1.8E-7,1.22E-6,1.46E-6,7.2E-7,1.3E-6,1.84E-6,5.6E-7,13542.0,47.069,1.8491E-4,4.1735E8,60.004,5e-13
26,8.34E-6,9.92E-6,9.3E-6,2.2E-7,3.0E-7,1.88E-6,8.16E-6,6.8E-6,1.4E-7,3.64E-6,1.2E-7,3.0,5.0,1.0,1.0,1.0,3.0,20.0,1.0,1.0,1.0,4.0,1.88E-6,2.2E-7,6.0E-8,3.2E-7,1.6E-7,1.0E-6,8.6E-7,3.4E-7,1.82E-6,2.0E-6,4.2E-7,10234.0,47.059,3.0742E-4,5.2438E8,60.102,5e-13
27,7.6E-6,9.56E-6,8.96E-6,1.2E-7,2.6E-7,1.58E-6,7.86E-6,6.38E-6,1.8E-7,3.42E-6,1.6E-7,9.0,4.0,1.0,1.0,1.0,12.0,6.0,1.0,1.0,1.0,2.0,1.68E-6,2.4E-7,6.0E-8,3.0E-7,1.6E-7,1.52E-6,1.66E-6,7.4E-7,9.4E-7,1.82E-6,3.8E-7,11466.0,47.048,2.7561E-4,5.2671E8,60.506,5e-13
28,8.84E-6,6.2E-6,7.36E-6,1.2E-7,1.2E-7,1.56E-6,7.22E-6,5.16E-6,1.6E-7,3.56E-6,3.2E-7,10.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9E-6,1.8E-7,6.0E-8,3.4E-7,1.6E-7,1.54E-6,1.24E-6,8.2E-7,1.26E-6,1.8E-6,5.2E-7,13975.0,47.041,1.9283E-4,4.4911E8,60.289,5e-13
29,8.44E-6,4.9E-6,9.08E-6,1.2E-7,3.6E-7,1.7E-6,7.42E-6,5.38E-6,1.4E-7,3.68E-6,1.2E-7,15.0,5.0,1.0,1.0,1.0,11.0,4.0,1.0,1.0,1.0,2.0,1.86E-6,2.6E-7,6.0E-8,3.2E-7,1.6E-7,1.54E-6,1.56E-6,5.8E-7,1.4E-6,1.64E-6,3.8E-7,11307.0,47.002,2.8137E-4,5.3024E8,60.132,5e-13
30,9.48E-6,7.18E-6,7.3E-6,1.2E-7,1.4E-7,1.58E-6,8.36E-6,5.2E-6,1.2E-7,3.92E-6,1.4E-7,15.0,5.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,4.0,1.86E-6,2.0E-7,6.0E-8,2.0E-7,1.6E-7,1.08E-6,1.76E-6,6.4E-7,1.06E-6,1.9E-6,7.4E-7,11327.0,46.977,2.4572E-4,4.6388E8,61.46,5e-13
31,8.8E-6,7.2E-6,7.14E-6,1.2E-7,3.2E-7,2.1E-6,8.46E-6,5.5E-6,1.2E-7,3.6E-6,2.2E-7,7.0,4.0,1.0,1.0,1.0,9.0,8.0,1.0,1.0,1.0,3.0,1.8E-6,2.4E-7,6.0E-8,2.6E-7,1.6E-7,1.4E-6,1.98E-6,5.6E-7,7.6E-7,1.82E-6,6.4E-7,11110.0,46.971,3.0521E-4,5.6514E8,60.472,5e-13
32,8.84E-6,6.2E-6,7.36E-6,1.2E-7,1.2E-7,1.56E-6,7.22E-6,5.16E-6,1.2E-7,3.56E-6,3.2E-7,13.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9E-6,1.8E-7,6.0E-8,3.2E-7,1.6E-7,1.54E-6,1.24E-6,8.2E-7,1.26E-6,1.82E-6,5.2E-7,13766.0,46.966,1.9236E-4,4.4133E8,61.697,5e-13
33,8.42E-6,8.86E-6,7.84E-6,1.2E-7,2.8E-7,1.78E-6,8.06E-6,5.34E-6,1.2E-7,4.48E-6,1.6E-7,2.0,4.0,1.0,1.0,1.0,13.0,2.0,1.0,1.0,1.0,3.0,1.98E-6,2.0E-7,6.0E-8,2.8E-7,1.6E-7,1.6E-6,1.78E-6,5.4E-7,1.2E-6,1.76E-6,6.0E-7,11004.0,46.929,2.9352E-4,5.3834E8,61.527,5e-13
34,7.98E-6,6.96E-6,9.68E-6,1.2E-7,4.4E-7,1.18E-6,8.22E-6,4.66E-6,2.0E-7,3.18E-6,1.2E-7,8.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.72E-6,2.4E-7,6.0E-8,2.4E-7,1.8E-7,1.0E-6,1.92E-6,5.2E-7,1.02E-6,1.98E-6,5.2E-7,11073.0,46.927,2.74E-4,5.0568E8,61.194,5e-13
35,6.74E-6,7.0E-6,8.04E-6,1.2E-7,3.0E-7,1.76E-6,9.42E-6,5.52E-6,1.2E-7,3.48E-6,1.2E-7,4.0,3.0,1.0,1.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,1.62E-6,2.4E-7,1.0E-7,3.8E-7,1.6E-7,1.68E-6,1.58E-6,8.6E-7,8.8E-7,2.0E-6,3.0E-7,13665.0,46.892,1.7323E-4,3.9453E8,61.531,5e-13
36,9.04E-6,6.84E-6,9.08E-6,1.6E-7,3.6E-7,1.62E-6,8.56E-6,4.8E-6,1.8E-7,3.4E-6,1.2E-7,10.0,4.0,1.0,1.0,1.0,15.0,4.0,1.0,1.0,1.0,3.0,1.5E-6,2.2E-7,6.0E-8,2.8E-7,1.6E-7,1.34E-6,1.84E-6,7.0E-7,1.44E-6,1.9E-6,5.4E-7,12615.0,46.849,2.1509E-4,4.5222E8,61.582,5e-13
37,9.04E-6,6.84E-6,9.08E-6,1.6E-7,3.6E-7,1.62E-6,8.6E-6,4.8E-6,1.8E-7,3.4E-6,1.2E-7,10.0,4.0,1.0,1.0,1.0,15.0,12.0,1.0,1.0,1.0,3.0,1.5E-6,2.2E-7,6.0E-8,2.8E-7,1.6E-7,1.34E-6,1.84E-6,7.0E-7,1.44E-6,1.9E-6,5.4E-7,12669.0,46.836,2.1412E-4,4.5211E8,61.561,5e-13
38,9.64E-6,7.4E-6,9.08E-6,1.2E-7,1.4E-7,1.68E-6,7.88E-6,5.8E-6,1.2E-7,3.92E-6,1.2E-7,24.0,5.0,1.0,1.0,2.0,3.0,10.0,1.0,1.0,1.0,3.0,1.46E-6,2.2E-7,6.0E-8,2.0E-7,1.6E-7,1.12E-6,1.36E-6,8.0E-7,1.3E-6,1.94E-6,4.8E-7,13100.0,46.823,2.141E-4,4.6744E8,60.452,5e-13
39,9.14E-6,5.28E-6,7.78E-6,1.2E-7,3.4E-7,2.12E-6,6.82E-6,6.16E-6,1.2E-7,4.62E-6,1.2E-7,11.0,4.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,3.0,1.42E-6,2.0E-7,6.0E-8,2.8E-7,1.4E-7,1.2E-6,1.42E-6,8.0E-7,1.08E-6,1.98E-6,5.4E-7,12780.0,46.815,2.6898E-4,5.7294E8,60.297,5e-13
40,8.68E-6,7.82E-6,9.86E-6,1.2E-7,3.6E-7,1.58E-6,7.82E-6,5.9E-6,1.4E-7,4.84E-6,1.2E-7,11.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,4.0,1.42E-6,2.2E-7,6.0E-8,1.8E-7,1.8E-7,1.18E-6,1.52E-6,7.4E-7,1.54E-6,1.96E-6,5.0E-7,11906.0,46.812,2.4693E-4,4.9E8,60.448,5e-13
41,8.36E-6,8.84E-6,9.84E-6,1.2E-7,1.8E-7,1.58E-6,8.24E-6,6.16E-6,1.2E-7,3.06E-6,1.2E-7,14.0,3.0,1.0,1.0,1.0,10.0,13.0,1.0,1.0,1.0,2.0,1.86E-6,2.2E-7,1.4E-7,4.0E-7,1.2E-7,1.08E-6,1.04E-6,8.2E-7,9.4E-7,1.98E-6,5.0E-7,13088.0,46.793,1.846E-4,4.0268E8,60.585,5e-13
42,9.02E-6,5.14E-6,7.82E-6,1.2E-7,2.8E-7,1.58E-6,8.0E-6,5.32E-6,1.2E-7,4.58E-6,3.6E-7,23.0,5.0,1.0,1.0,1.0,14.0,2.0,1.0,1.0,1.0,1.0,1.76E-6,2.4E-7,6.0E-8,3.2E-7,1.6E-7,1.2E-6,1.4E-6,7.0E-7,9.8E-7,1.82E-6,4.6E-7,13521.0,46.776,2.138E-4,4.8181E8,61.28,5e-13
43,7.58E-6,4.92E-6,8.42E-6,1.2E-7,3.0E-7,1.3E-6,7.42E-6,5.82E-6,1.2E-7,3.26E-6,1.6E-7,9.0,7.0,1.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,2.0,1.98E-6,2.0E-7,6.0E-8,2.6E-7,1.6E-7,1.38E-6,1.94E-6,6.6E-7,1.46E-6,1.84E-6,3.2E-7,11215.0,46.766,3.2323E-4,6.0419E8,62.003,5e-13
44,8.76E-6,7.86E-6,9.78E-6,1.2E-7,2.8E-7,1.88E-6,7.6E-6,6.72E-6,1.2E-7,4.44E-6,1.4E-7,12.0,2.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,1.58E-6,2.0E-7,1.0E-7,3.0E-7,1.4E-7,1.04E-6,8.4E-7,8.6E-7,1.9E-6,2.0E-6,4.4E-7,13527.0,46.7,1.8658E-4,4.2065E8,64.938,5e-13
45,8.7E-6,9.94E-6,9.76E-6,1.2E-7,2.0E-7,1.8E-6,1.0E-5,5.2E-6,1.2E-7,3.14E-6,1.2E-7,7.0,2.0,1.0,1.0,1.0,15.0,16.0,1.0,1.0,1.0,3.0,1.68E-6,2.8E-7,1.0E-7,4.4E-7,1.4E-7,1.14E-6,1.12E-6,6.4E-7,1.06E-6,2.0E-6,7.6E-7,13350.0,46.689,1.5891E-4,3.5357E8,61.283,5e-13
46,9.5E-6,7.86E-6,8.6E-6,1.2E-7,1.4E-7,1.6E-6,8.78E-6,6.34E-6,1.2E-7,3.5E-6,1.4E-7,5.0,4.0,1.0,1.0,2.0,18.0,1.0,1.0,1.0,1.0,2.0,1.96E-6,2.0E-7,6.0E-8,2.8E-7,1.6E-7,1.12E-6,1.24E-6,6.6E-7,1.5E-6,1.86E-6,5.0E-7,13285.0,46.629,2.2578E-4,4.999E8,60.206,5e-13
47,9.38E-6,6.12E-6,9.02E-6,1.6E-7,2.4E-7,1.7E-6,9.56E-6,6.14E-6,1.4E-7,3.64E-6,2.4E-7,2.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.88E-6,2.4E-7,6.0E-8,4.0E-7,1.4E-7,1.22E-6,1.92E-6,6.4E-7,1.24E-6,1.86E-6,5.4E-7,11693.0,46.623,2.6555E-4,5.1752E8,60.151,5e-13
48,9.14E-6,5.28E-6,7.78E-6,1.2E-7,3.4E-7,2.2E-6,6.82E-6,6.16E-6,1.2E-7,4.78E-6,1.2E-7,11.0,4.0,1.0,1.0,1.0,17.0,2.0,1.0,1.0,1.0,2.0,1.42E-6,2.2E-7,6.0E-8,2.8E-7,1.4E-7,1.48E-6,1.42E-6,9.2E-7,1.18E-6,1.98E-6,4.4E-7,12840.0,46.598,2.4144E-4,5.1667E8,61.383,5e-13
49,8.74E-6,9.3E-6,9.88E-6,1.2E-7,2.6E-7,1.58E-6,7.58E-6,5.86E-6,1.4E-7,2.56E-6,1.6E-7,9.0,4.0,1.0,1.0,1.0,10.0,7.0,1.0,1.0,1.0,2.0,2.0E-6,1.8E-7,6.0E-8,3.2E-7,1.6E-7,1.66E-6,1.6E-6,6.0E-7,1.52E-6,1.98E-6,3.6E-7,11606.0,46.539,2.9711E-4,5.7471E8,60.803,5e-13
50,8.14E-6,9.8E-6,6.5E-6,1.2E-7,1.4E-7,1.54E-6,8.54E-6,5.26E-6,1.2E-7,4.1E-6,2.6E-7,7.0,2.0,1.0,1.0,2.0,14.0,3.0,1.0,1.0,1.0,1.0,1.92E-6,2.0E-7,6.0E-8,3.8E-7,1.8E-7,1.08E-6,1.1E-6,6.4E-7,1.42E-6,2.0E-6,4.8E-7,14720.0,46.539,1.8804E-4,4.6135E8,60.186,5e-13
51,8.7E-6,9.94E-6,9.76E-6,1.2E-7,2.0E-7,1.8E-6,1.0E-5,5.2E-6,1.2E-7,3.14E-6,1.2E-7,7.0,2.0,1.0,1.0,1.0,15.0,16.0,1.0,1.0,1.0,3.0,1.68E-6,2.8E-7,1.0E-7,4.4E-7,1.4E-7,1.14E-6,1.12E-6,6.4E-7,1.06E-6,1.92E-6,9.0E-7,12544.0,46.536,1.5784E-4,3.2999E8,61.794,5e-13
52,9.18E-6,6.28E-6,7.82E-6,1.2E-7,2.8E-7,1.58E-6,9.46E-6,5.54E-6,1.2E-7,2.8E-6,1.2E-7,14.0,4.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,1.8E-6,2.4E-7,6.0E-8,3.0E-7,1.6E-7,1.14E-6,1.38E-6,7.4E-7,1.5E-6,1.74E-6,4.6E-7,13345.0,46.527,1.7854E-4,3.971E8,63.716,5e-13
53,9.96E-6,7.22E-6,9.16E-6,1.2E-7,1.2E-7,2.22E-6,8.56E-6,7.4E-6,1.2E-7,4.1E-6,1.4E-7,10.0,4.0,1.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,3.0,1.96E-6,2.4E-7,8.0E-8,2.8E-7,1.6E-7,1.12E-6,1.14E-6,6.4E-7,1.0E-6,1.84E-6,5.4E-7,11721.0,46.525,2.645E-4,5.167E8,61.664,5e-13
54,9.44E-6,7.72E-6,8.62E-6,1.2E-7,3.6E-7,1.28E-6,6.2E-6,4.86E-6,1.2E-7,3.48E-6,1.4E-7,12.0,4.0,1.0,1.0,1.0,2.0,24.0,1.0,1.0,1.0,3.0,1.72E-6,2.2E-7,6.0E-8,2.2E-7,1.6E-7,9.6E-7,9.2E-7,6.8E-7,1.34E-6,1.82E-6,6.4E-7,13727.0,46.525,2.068E-4,4.7311E8,60.606,5e-13
55,8.52E-6,7.0E-6,9.9E-6,1.2E-7,3.6E-7,1.46E-6,6.92E-6,5.2E-6,1.6E-7,3.18E-6,1.2E-7,10.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.72E-6,2.4E-7,6.0E-8,2.6E-7,1.4E-7,1.14E-6,1.06E-6,5.2E-7,1.02E-6,1.98E-6,5.8E-7,12911.0,46.496,2.5681E-4,5.5262E8,60.471,5e-13
56,8.8E-6,9.5E-6,7.82E-6,1.2E-7,2.6E-7,1.7E-6,8.04E-6,5.82E-6,1.2E-7,3.68E-6,1.6E-7,4.0,4.0,1.0,1.0,1.0,17.0,5.0,1.0,1.0,1.0,2.0,1.98E-6,2.0E-7,6.0E-8,3.2E-7,1.6E-7,1.42E-6,1.78E-6,6.0E-7,1.02E-6,1.96E-6,3.8E-7,11691.0,46.477,2.9915E-4,5.8288E8,61.332,5e-13
57,7.22E-6,9.02E-6,6.78E-6,1.2E-7,3.4E-7,1.46E-6,9.74E-6,5.38E-6,1.2E-7,5.84E-6,2.0E-7,6.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.62E-6,2.4E-7,6.0E-8,3.4E-7,1.6E-7,1.26E-6,1.58E-6,8.6E-7,1.04E-6,2.0E-6,2.8E-7,17138.0,46.455,1.6967E-4,4.8464E8,60.68,5e-13
58,9.44E-6,7.72E-6,8.62E-6,1.2E-7,3.6E-7,1.28E-6,6.02E-6,4.86E-6,1.2E-7,3.54E-6,1.4E-7,11.0,4.0,1.0,1.0,1.0,2.0,24.0,1.0,1.0,1.0,3.0,1.72E-6,2.6E-7,6.0E-8,2.2E-7,1.6E-7,9.6E-7,9.2E-7,6.8E-7,1.34E-6,1.82E-6,5.6E-7,13848.0,46.438,2.1372E-4,4.9325E8,60.438,5e-13
