,_wpmbiasp,_wp5,_wp4,_wp1,_wp0,_wnmbiasp,_wnmbiasn,_wn8,_wn6,_wn4,_wn0,_nfpmbiasp,_nfp5,_nfp4,_nfp1,_nfp0,_nfnmbiasp,_nfnmbiasn,_nfn8,_nfn6,_nfn4,_nfn0,_lpmbiasp,_lp5,_lp4,_lp1,_lp0,_lnmbiasp,_lnmbiasn,_ln8,_ln6,_ln4,_ln0,fom,gdc,idd,gbw,pm,cload
7257,9.92E-6,9.26E-6,7.28E-6,1.2E-7,1.14E-6,1.88E-6,7.28E-6,2.88E-6,1.2E-7,3.78E-6,2.2E-7,2.0,2.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.2E-6,3.2E-7,2.8E-7,8.0E-7,1.0E-7,1.14E-6,1.16E-6,1.5E-6,1.76E-6,1.72E-6,1.14E-6,5801.8,48.651,1.1047E-4,1.0682E8,62.106,9e-12
7258,9.98E-6,9.2E-6,8.14E-6,1.2E-7,1.34E-6,1.14E-6,9.5E-6,2.26E-6,1.2E-7,4.6E-6,2.0E-7,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.72E-6,3.0E-7,3.6E-7,9.0E-7,1.2E-7,1.16E-6,1.02E-6,1.54E-6,1.98E-6,2.0E-6,1.28E-6,6140.0,48.646,7.756E-5,7.937E7,62.593,9e-12
7259,9.18E-6,1.0E-5,7.66E-6,1.2E-7,1.2E-6,1.16E-6,7.94E-6,2.8E-6,1.2E-7,2.22E-6,2.4E-7,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.24E-6,2.4E-7,1.0E-7,8.0E-7,1.2E-7,1.12E-6,1.08E-6,1.76E-6,2.0E-6,1.86E-6,1.34E-6,5617.3,48.635,9.5377E-5,8.9293E7,64.004,9e-12
7260,8.26E-6,8.06E-6,6.62E-6,1.2E-7,1.06E-6,1.28E-6,8.76E-6,3.0E-6,1.2E-7,5.44E-6,1.4E-7,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.6E-6,4.0E-7,1.6E-7,9.0E-7,1.0E-7,1.18E-6,9.4E-7,1.3E-6,1.74E-6,1.94E-6,1.44E-6,6006.9,48.608,1.0108E-4,1.012E8,60.189,9e-12
7261,9.6E-6,9.5E-6,9.18E-6,1.2E-7,9.2E-7,1.6E-6,9.08E-6,3.8E-6,1.4E-7,5.46E-6,1.2E-7,16.0,2.0,1.0,1.0,1.0,2.0,16.0,1.0,1.0,1.0,4.0,1.56E-6,2.6E-7,2.6E-7,7.4E-7,1.0E-7,1.16E-6,1.7E-6,1.26E-6,1.96E-6,1.98E-6,1.08E-6,5339.3,48.601,1.8026E-4,1.6041E8,60.614,9e-12
7262,8.88E-6,8.26E-6,7.88E-6,1.2E-7,1.32E-6,1.16E-6,9.06E-6,2.2E-6,1.2E-7,5.12E-6,1.2E-7,11.0,2.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,1.0,2.0,1.6E-6,5.0E-7,2.0E-7,8.2E-7,1.2E-7,1.66E-6,1.08E-6,1.4E-6,1.78E-6,1.96E-6,1.02E-6,6237.6,48.588,9.3061E-5,9.6746E7,61.923,9e-12
7263,9.74E-6,9.32E-6,7.86E-6,1.2E-7,1.2E-6,1.66E-6,6.36E-6,2.96E-6,1.2E-7,3.78E-6,2.4E-7,11.0,2.0,1.0,1.0,1.0,9.0,7.0,1.0,1.0,1.0,1.0,1.86E-6,2.6E-7,2.8E-7,6.8E-7,1.0E-7,1.76E-6,1.12E-6,1.26E-6,2.0E-6,1.88E-6,7.4E-7,5774.4,48.57,1.5031E-4,1.4466E8,62.916,9e-12
7264,8.0E-6,6.5E-6,7.54E-6,1.2E-7,1.1E-6,1.14E-6,9.18E-6,2.6E-6,1.2E-7,5.32E-6,2.2E-7,6.0,2.0,1.0,1.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,1.4E-6,3.2E-7,1.4E-7,1.0E-6,1.0E-7,1.38E-6,1.04E-6,1.54E-6,1.48E-6,2.0E-6,1.56E-6,6177.3,48.544,7.7592E-5,7.9885E7,61.533,9e-12
7265,8.0E-6,6.5E-6,7.54E-6,1.2E-7,1.1E-6,1.14E-6,9.18E-6,2.6E-6,1.2E-7,5.38E-6,2.2E-7,6.0,2.0,1.0,1.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,1.4E-6,3.2E-7,1.4E-7,1.0E-6,1.0E-7,1.38E-6,1.04E-6,1.54E-6,1.48E-6,2.0E-6,1.56E-6,6175.7,48.542,7.7567E-5,7.9839E7,61.549,9e-12
7266,9.9E-6,9.54E-6,7.9E-6,1.4E-7,8.6E-7,1.16E-6,6.64E-6,2.6E-6,1.2E-7,4.68E-6,2.8E-7,12.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.82E-6,3.2E-7,8.0E-8,9.2E-7,1.0E-7,1.88E-6,1.1E-6,1.34E-6,1.98E-6,1.76E-6,9.2E-7,5679.8,48.54,1.2155E-4,1.1506E8,63.061,9e-12
7267,9.6E-6,9.98E-6,8.68E-6,1.2E-7,1.46E-6,1.26E-6,5.98E-6,5.46E-6,1.2E-7,6.14E-6,1.4E-7,9.0,3.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,3.0,1.74E-6,2.6E-7,6.0E-8,5.0E-7,1.2E-7,1.04E-6,1.08E-6,9.0E-7,1.98E-6,1.8E-6,7.4E-7,3936.3,48.537,3.2277E-4,2.1175E8,62.249,9e-12
7268,8.0E-6,6.5E-6,7.54E-6,1.2E-7,1.1E-6,1.14E-6,9.14E-6,2.6E-6,1.2E-7,5.38E-6,2.2E-7,6.0,2.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,1.4E-6,3.2E-7,1.8E-7,1.0E-6,1.0E-7,1.38E-6,1.16E-6,1.64E-6,1.46E-6,2.0E-6,1.52E-6,6268.5,48.532,7.9907E-5,8.3484E7,60.771,9e-12
7269,8.16E-6,6.5E-6,7.54E-6,1.2E-7,1.1E-6,1.14E-6,9.16E-6,2.6E-6,1.2E-7,5.38E-6,2.0E-7,6.0,2.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,1.4E-6,3.2E-7,1.6E-7,1.0E-6,1.0E-7,1.38E-6,1.16E-6,1.64E-6,1.46E-6,2.0E-6,1.5E-6,6076.5,48.525,7.6541E-5,7.7517E7,62.303,9e-12
7270,7.98E-6,8.96E-6,7.38E-6,1.2E-7,1.36E-6,1.14E-6,9.24E-6,2.26E-6,1.2E-7,4.64E-6,2.2E-7,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.34E-6,3.0E-7,1.6E-7,9.6E-7,1.2E-7,1.44E-6,9.8E-7,1.5E-6,1.34E-6,1.96E-6,1.2E-6,6182.2,48.508,8.4878E-5,8.7455E7,60.782,9e-12
7271,8.14E-6,6.76E-6,7.88E-6,1.2E-7,1.18E-6,1.16E-6,7.26E-6,3.12E-6,1.2E-7,4.4E-6,1.8E-7,2.0,2.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,1.54E-6,3.2E-7,2.8E-7,8.0E-7,1.2E-7,1.04E-6,1.16E-6,1.5E-6,1.76E-6,1.72E-6,1.14E-6,5277.8,48.506,1.495E-4,1.3151E8,60.621,9e-12
7272,8.96E-6,9.48E-6,6.0E-6,1.2E-7,1.42E-6,9.2E-7,9.58E-6,1.56E-6,1.2E-7,3.8E-6,1.2E-7,5.0,1.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1.52E-6,4.8E-7,2.6E-7,8.6E-7,1.6E-7,1.22E-6,1.0E-6,1.82E-6,1.88E-6,1.88E-6,1.4E-6,4839.4,48.503,3.8294E-5,3.0887E7,73.825,9e-12
7273,9.34E-6,9.48E-6,8.14E-6,1.2E-7,1.2E-6,1.24E-6,6.34E-6,2.94E-6,1.2E-7,3.78E-6,2.4E-7,11.0,2.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.78E-6,2.6E-7,1.2E-7,6.8E-7,1.0E-7,1.76E-6,1.08E-6,1.26E-6,2.0E-6,2.0E-6,1.08E-6,5381.4,48.472,1.3597E-4,1.2195E8,64.471,9e-12
7274,8.9E-6,7.56E-6,6.14E-6,1.2E-7,1.02E-6,9.2E-7,9.62E-6,2.06E-6,1.2E-7,4.04E-6,2.0E-7,4.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.38E-6,3.2E-7,1.6E-7,1.12E-6,1.2E-7,9.2E-7,9.4E-7,1.96E-6,2.0E-6,2.0E-6,1.96E-6,6002.8,48.465,5.4123E-5,5.4149E7,64.849,9e-12
7275,9.92E-6,7.52E-6,7.38E-6,1.2E-7,1.14E-6,1.96E-6,7.82E-6,2.92E-6,1.2E-7,4.4E-6,2.2E-7,3.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.2E-6,3.2E-7,2.8E-7,8.0E-7,1.0E-7,1.24E-6,1.16E-6,1.56E-6,1.94E-6,1.72E-6,1.14E-6,5754.7,48.464,1.0091E-4,9.6787E7,63.973,9e-12
7276,9.9E-6,9.26E-6,6.06E-6,1.2E-7,1.22E-6,1.14E-6,9.18E-6,1.74E-6,1.2E-7,4.8E-6,2.0E-7,4.0,1.0,1.0,1.0,1.0,11.0,9.0,1.0,1.0,1.0,1.0,1.56E-6,3.8E-7,1.6E-7,1.04E-6,1.2E-7,1.32E-6,1.06E-6,1.4E-6,1.94E-6,2.0E-6,2.0E-6,5775.2,48.447,5.9008E-5,5.6797E7,64.072,9e-12
7277,9.24E-6,9.58E-6,7.72E-6,1.2E-7,1.04E-6,1.54E-6,8.38E-6,4.1E-6,1.2E-7,4.32E-6,3.2E-7,10.0,2.0,1.0,1.0,1.0,14.0,6.0,1.0,1.0,2.0,1.0,1.48E-6,2.2E-7,1.4E-7,7.8E-7,1.0E-7,1.02E-6,1.46E-6,1.14E-6,1.26E-6,1.9E-6,8.4E-7,5286.7,48.439,1.8477E-4,1.6281E8,61.176,9e-12
7278,9.7E-6,8.2E-6,7.12E-6,1.2E-7,1.22E-6,1.84E-6,8.26E-6,2.82E-6,1.2E-7,5.02E-6,2.2E-7,2.0,2.0,1.0,1.0,1.0,11.0,5.0,1.0,1.0,1.0,1.0,1.2E-6,3.2E-7,2.6E-7,7.6E-7,1.0E-7,1.16E-6,1.16E-6,1.48E-6,1.98E-6,2.0E-6,9.8E-7,6176.9,48.43,1.0312E-4,1.0616E8,62.843,9e-12
7279,1.0E-5,9.54E-6,8.76E-6,1.2E-7,9.2E-7,1.24E-6,7.44E-6,5.48E-6,1.2E-7,5.38E-6,2.2E-7,3.0,3.0,1.0,1.0,1.0,9.0,10.0,1.0,1.0,2.0,2.0,1.42E-6,2.8E-7,6.0E-8,7.6E-7,1.2E-7,1.0E-6,1.48E-6,1.44E-6,1.42E-6,2.0E-6,8.6E-7,4162.3,48.424,2.535E-4,1.7586E8,60.071,9e-12
7280,9.34E-6,8.98E-6,6.68E-6,1.2E-7,1.14E-6,1.14E-6,9.84E-6,1.98E-6,1.2E-7,5.02E-6,2.0E-7,4.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.8E-6,3.6E-7,2.8E-7,1.02E-6,1.2E-7,1.32E-6,7.4E-7,1.42E-6,1.92E-6,1.98E-6,1.92E-6,5769.0,48.401,4.9432E-5,4.753E7,67.713,9e-12
7281,9.76E-6,7.8E-6,7.68E-6,1.2E-7,1.06E-6,9.2E-7,6.36E-6,2.62E-6,1.2E-7,4.94E-6,1.6E-7,4.0,2.0,1.0,1.0,1.0,5.0,9.0,1.0,1.0,1.0,2.0,1.72E-6,2.4E-7,1.6E-7,6.4E-7,1.0E-7,1.28E-6,1.7E-6,1.64E-6,1.36E-6,2.0E-6,1.0E-6,5374.0,48.394,1.3496E-4,1.2088E8,67.888,9e-12
7282,9.82E-6,7.64E-6,7.42E-6,1.2E-7,1.04E-6,1.88E-6,7.4E-6,2.96E-6,1.2E-7,4.02E-6,2.2E-7,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.2E-6,2.8E-7,2.8E-7,8.4E-7,1.0E-7,1.14E-6,1.1E-6,1.5E-6,1.96E-6,1.86E-6,1.14E-6,5736.9,48.392,1.1516E-4,1.1011E8,62.774,9e-12
7283,9.98E-6,9.2E-6,8.14E-6,1.2E-7,1.34E-6,1.14E-6,9.5E-6,2.26E-6,1.2E-7,4.6E-6,2.0E-7,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.72E-6,3.0E-7,3.8E-7,9.0E-7,1.2E-7,1.1E-6,9.4E-7,1.54E-6,1.98E-6,2.0E-6,1.28E-6,6168.7,48.383,7.7761E-5,7.9948E7,62.625,9e-12
7284,9.6E-6,6.84E-6,8.48E-6,1.2E-7,1.06E-6,1.14E-6,6.7E-6,2.72E-6,1.2E-7,5.58E-6,1.4E-7,12.0,3.0,1.0,1.0,1.0,9.0,8.0,1.0,1.0,1.0,2.0,1.96E-6,3.2E-7,3.0E-7,7.2E-7,1.0E-7,1.48E-6,1.42E-6,1.46E-6,1.7E-6,1.96E-6,1.0E-6,5668.7,48.359,1.3866E-4,1.31E8,62.414,9e-12
7285,9.82E-6,8.52E-6,7.86E-6,1.2E-7,1.2E-6,1.66E-6,6.8E-6,2.96E-6,1.2E-7,3.52E-6,2.4E-7,11.0,2.0,1.0,1.0,1.0,11.0,5.0,1.0,1.0,1.0,1.0,1.88E-6,2.6E-7,2.8E-7,6.8E-7,1.0E-7,1.76E-6,1.12E-6,1.26E-6,2.0E-6,1.86E-6,7.0E-7,5878.6,48.352,1.4661E-4,1.4364E8,63.516,9e-12
7286,9.88E-6,9.12E-6,6.88E-6,1.2E-7,1.42E-6,1.14E-6,1.0E-5,1.98E-6,1.2E-7,5.0E-6,2.0E-7,5.0,1.0,1.0,1.0,1.0,14.0,4.0,1.0,1.0,1.0,1.0,1.8E-6,3.6E-7,2.4E-7,1.04E-6,1.2E-7,1.32E-6,8.4E-7,1.4E-6,1.72E-6,1.94E-6,1.92E-6,6200.1,48.346,5.9173E-5,6.1147E7,60.82,9e-12
7287,8.1E-6,9.78E-6,8.34E-6,1.2E-7,1.36E-6,2.56E-6,8.14E-6,4.62E-6,1.2E-7,3.5E-6,1.2E-7,11.0,3.0,1.0,1.0,1.0,14.0,5.0,2.0,1.0,1.0,4.0,1.6E-6,2.4E-7,8.0E-8,4.2E-7,1.0E-7,1.68E-6,8.0E-7,1.4E-6,1.96E-6,1.7E-6,1.1E-6,4356.4,48.332,2.575E-4,1.8697E8,62.116,9e-12
7288,9.8E-6,8.48E-6,5.72E-6,1.2E-7,1.2E-6,1.56E-6,8.36E-6,2.96E-6,1.2E-7,3.58E-6,1.2E-7,8.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.62E-6,2.2E-7,3.0E-7,8.8E-7,1.2E-7,1.08E-6,9.0E-7,1.98E-6,1.98E-6,2.0E-6,1.0E-6,5966.3,48.328,1.1054E-4,1.0992E8,60.494,9e-12
7289,9.7E-6,8.46E-6,7.52E-6,1.2E-7,1.0E-6,1.3E-6,9.4E-6,4.66E-6,1.2E-7,4.16E-6,1.4E-7,15.0,2.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,3.0,1.8E-6,2.2E-7,6.0E-8,7.8E-7,1.0E-7,1.02E-6,1.1E-6,9.4E-7,1.76E-6,1.94E-6,9.4E-7,5194.9,48.317,2.001E-4,1.7325E8,60.796,9e-12
7290,8.42E-6,9.48E-6,8.34E-6,1.2E-7,1.36E-6,2.82E-6,7.84E-6,4.74E-6,1.2E-7,4.22E-6,1.4E-7,3.0,3.0,1.0,1.0,1.0,6.0,7.0,2.0,1.0,1.0,5.0,1.58E-6,2.2E-7,8.0E-8,4.4E-7,1.2E-7,1.66E-6,7.0E-7,1.26E-6,1.16E-6,1.96E-6,9.4E-7,4043.7,48.303,3.0124E-4,2.0302E8,63.276,9e-12
7291,9.88E-6,9.56E-6,6.4E-6,1.2E-7,1.14E-6,1.14E-6,9.84E-6,1.98E-6,1.2E-7,5.2E-6,2.0E-7,2.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.76E-6,3.8E-7,1.6E-7,1.04E-6,1.2E-7,1.32E-6,7.4E-7,1.42E-6,1.58E-6,1.98E-6,1.96E-6,5678.9,48.288,4.925E-5,4.6615E7,67.962,9e-12
7292,9.9E-6,9.16E-6,5.18E-6,1.2E-7,1.28E-6,1.28E-6,9.9E-6,2.06E-6,1.2E-7,4.98E-6,2.0E-7,2.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.4E-6,3.8E-7,1.6E-7,9.6E-7,1.2E-7,1.1E-6,1.0E-6,1.94E-6,1.58E-6,1.96E-6,1.8E-6,5910.6,48.281,5.2353E-5,5.1573E7,66.403,9e-12
7293,9.88E-6,9.26E-6,6.4E-6,1.2E-7,1.36E-6,1.14E-6,8.98E-6,1.76E-6,1.2E-7,5.0E-6,2.0E-7,4.0,1.0,1.0,1.0,1.0,11.0,15.0,1.0,1.0,1.0,1.0,1.58E-6,3.8E-7,1.6E-7,1.04E-6,1.2E-7,1.32E-6,7.4E-7,1.4E-6,1.52E-6,1.98E-6,1.96E-6,6081.3,48.28,5.0735E-5,5.1422E7,64.178,9e-12
7294,9.98E-6,9.02E-6,7.66E-6,1.2E-7,1.36E-6,1.18E-6,8.4E-6,3.06E-6,1.2E-7,4.3E-6,2.2E-7,9.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.76E-6,2.4E-7,1.8E-7,7.8E-7,1.2E-7,1.26E-6,1.0E-6,1.68E-6,1.82E-6,2.0E-6,8.2E-7,5678.1,48.278,1.2102E-4,1.1453E8,62.462,9e-12
7295,9.88E-6,8.26E-6,6.66E-6,1.2E-7,1.14E-6,1.14E-6,9.84E-6,1.98E-6,1.2E-7,5.82E-6,2.0E-7,3.0,1.0,1.0,1.0,1.0,14.0,4.0,1.0,1.0,1.0,1.0,1.8E-6,3.6E-7,2.0E-7,1.18E-6,1.2E-7,1.32E-6,6.4E-7,1.42E-6,1.7E-6,2.0E-6,1.98E-6,6163.8,48.272,5.1183E-5,5.258E7,63.502,9e-12
7296,9.9E-6,8.34E-6,7.44E-6,1.2E-7,1.32E-6,1.24E-6,9.34E-6,2.22E-6,1.2E-7,4.84E-6,1.8E-7,6.0,1.0,1.0,1.0,1.0,8.0,6.0,1.0,1.0,1.0,1.0,1.7E-6,3.4E-7,3.4E-7,9.4E-7,1.2E-7,1.24E-6,7.6E-7,1.6E-6,1.78E-6,2.0E-6,1.5E-6,5895.2,48.246,5.8421E-5,5.7401E7,66.568,9e-12
7297,8.56E-6,8.82E-6,7.82E-6,1.2E-7,1.84E-6,1.54E-6,8.66E-6,1.98E-6,1.2E-7,3.96E-6,2.2E-7,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.54E-6,3.8E-7,5.0E-7,8.6E-7,1.4E-7,1.58E-6,6.0E-7,1.34E-6,1.66E-6,1.9E-6,1.4E-6,6065.9,48.238,7.1806E-5,7.2595E7,60.18,9e-12
7298,9.52E-6,9.98E-6,8.5E-6,1.2E-7,1.46E-6,1.3E-6,6.24E-6,5.06E-6,1.2E-7,5.58E-6,1.8E-7,9.0,3.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,3.0,1.54E-6,2.8E-7,6.0E-8,5.0E-7,1.2E-7,1.04E-6,1.08E-6,9.4E-7,2.0E-6,1.98E-6,9.0E-7,4146.7,48.224,3.0326E-4,2.0959E8,60.482,9e-12
7299,8.42E-6,8.92E-6,8.34E-6,1.2E-7,1.52E-6,2.82E-6,8.58E-6,4.74E-6,1.2E-7,4.22E-6,1.2E-7,6.0,3.0,1.0,1.0,1.0,7.0,3.0,2.0,2.0,1.0,5.0,1.58E-6,2.2E-7,8.0E-8,4.6E-7,1.2E-7,1.66E-6,7.0E-7,1.32E-6,1.16E-6,1.88E-6,9.4E-7,4209.8,48.209,2.7968E-4,1.9623E8,61.771,9e-12
7300,9.82E-6,9.62E-6,7.86E-6,1.2E-7,1.2E-6,1.66E-6,6.2E-6,2.96E-6,1.2E-7,3.78E-6,2.4E-7,11.0,2.0,1.0,1.0,1.0,11.0,5.0,1.0,1.0,1.0,1.0,1.86E-6,2.6E-7,2.8E-7,6.8E-7,1.0E-7,1.76E-6,1.12E-6,1.26E-6,2.0E-6,1.86E-6,7.0E-7,5725.8,48.209,1.6285E-4,1.554E8,62.259,9e-12
7301,7.98E-6,8.6E-6,7.38E-6,1.2E-7,1.36E-6,1.14E-6,9.24E-6,2.26E-6,1.2E-7,4.64E-6,2.2E-7,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.34E-6,3.0E-7,1.6E-7,9.6E-7,1.2E-7,1.44E-6,9.6E-7,1.5E-6,1.34E-6,1.98E-6,1.2E-6,6081.3,48.187,8.7433E-5,8.8618E7,61.08,9e-12
7302,9.6E-6,6.82E-6,8.54E-6,1.2E-7,1.06E-6,1.16E-6,7.52E-6,2.7E-6,1.2E-7,5.6E-6,1.4E-7,11.0,3.0,1.0,1.0,1.0,5.0,8.0,1.0,1.0,1.0,2.0,1.96E-6,4.0E-7,3.0E-7,7.2E-7,1.0E-7,1.52E-6,1.46E-6,1.46E-6,1.5E-6,1.98E-6,1.02E-6,5639.0,48.183,1.2294E-4,1.1554E8,64.175,9e-12
7303,8.86E-6,9.5E-6,7.08E-6,1.2E-7,1.66E-6,1.1E-6,8.08E-6,1.94E-6,1.2E-7,3.08E-6,1.4E-7,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.4E-6,3.6E-7,1.4E-7,8.6E-7,1.2E-7,1.76E-6,1.06E-6,1.86E-6,1.8E-6,1.84E-6,9.8E-7,6376.8,48.172,7.2099E-5,7.6627E7,61.131,9e-12
7304,9.26E-6,8.86E-6,9.8E-6,1.2E-7,1.06E-6,1.04E-6,6.92E-6,2.98E-6,1.2E-7,4.46E-6,2.6E-7,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.54E-6,3.2E-7,1.8E-7,8.2E-7,1.0E-7,1.28E-6,1.0E-6,1.46E-6,1.78E-6,1.9E-6,1.0E-6,5839.2,48.165,1.3175E-4,1.2822E8,60.816,9e-12
7305,9.56E-6,8.98E-6,6.68E-6,1.2E-7,1.4E-6,1.14E-6,8.74E-6,1.98E-6,1.2E-7,5.02E-6,2.0E-7,4.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,1.8E-6,3.6E-7,2.8E-7,1.02E-6,1.2E-7,1.32E-6,7.4E-7,1.42E-6,1.92E-6,1.98E-6,1.92E-6,6118.4,48.163,6.3709E-5,6.4966E7,60.602,9e-12
7306,9.9E-6,8.34E-6,7.44E-6,1.2E-7,1.36E-6,1.24E-6,9.34E-6,2.22E-6,1.2E-7,4.84E-6,2.0E-7,6.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1.7E-6,3.4E-7,3.4E-7,9.4E-7,1.2E-7,1.24E-6,7.6E-7,1.58E-6,1.84E-6,2.0E-6,1.5E-6,6129.3,48.128,6.4775E-5,6.6171E7,63.932,9e-12
7307,9.26E-6,8.3E-6,9.8E-6,1.2E-7,1.06E-6,1.16E-6,7.32E-6,2.88E-6,1.2E-7,4.66E-6,2.8E-7,2.0,2.0,1.0,1.0,1.0,17.0,5.0,1.0,1.0,1.0,1.0,1.56E-6,3.8E-7,1.8E-7,8.2E-7,1.0E-7,1.52E-6,1.2E-6,1.36E-6,1.8E-6,1.92E-6,1.02E-6,5615.3,48.127,1.2959E-4,1.2128E8,62.197,9e-12
7308,9.16E-6,9.48E-6,6.76E-6,1.2E-7,1.36E-6,9.2E-7,9.22E-6,1.56E-6,1.2E-7,4.16E-6,1.2E-7,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.48E-6,4.6E-7,2.2E-7,8.6E-7,1.4E-7,1.22E-6,1.1E-6,1.52E-6,1.68E-6,1.86E-6,1.38E-6,4622.6,48.125,4.3983E-5,3.3886E7,74.586,9e-12
7309,9.3E-6,8.58E-6,7.54E-6,1.2E-7,1.18E-6,1.32E-6,8.2E-6,5.76E-6,1.2E-7,5.28E-6,2.8E-7,6.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.6E-6,1.8E-7,6.0E-8,6.6E-7,1.0E-7,1.08E-6,1.9E-6,1.44E-6,9.0E-7,2.0E-6,1.2E-6,4322.9,48.106,2.6515E-4,1.9104E8,60.365,9e-12
7310,9.92E-6,9.78E-6,7.94E-6,1.2E-7,1.66E-6,1.1E-6,8.08E-6,1.94E-6,1.2E-7,3.08E-6,1.4E-7,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.4E-6,3.6E-7,1.4E-7,8.2E-7,1.2E-7,1.64E-6,9.4E-7,1.88E-6,1.86E-6,1.84E-6,1.32E-6,5960.0,48.101,5.7236E-5,5.6855E7,65.394,9e-12
7311,9.82E-6,7.96E-6,7.12E-6,1.2E-7,1.22E-6,1.84E-6,8.26E-6,2.82E-6,1.2E-7,5.02E-6,2.2E-7,2.0,2.0,1.0,1.0,1.0,12.0,6.0,1.0,1.0,1.0,1.0,1.2E-6,3.2E-7,2.6E-7,7.6E-7,1.0E-7,1.16E-6,1.34E-6,1.48E-6,1.98E-6,1.9E-6,9.8E-7,6001.4,48.1,1.133E-4,1.1333E8,62.516,9e-12
7312,9.5E-6,9.68E-6,9.08E-6,1.2E-7,1.46E-6,1.3E-6,8.38E-6,4.58E-6,1.4E-7,6.1E-6,1.8E-7,18.0,2.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,3.0,1.54E-6,2.6E-7,6.0E-8,5.8E-7,1.2E-7,1.04E-6,1.1E-6,8.6E-7,1.74E-6,1.98E-6,1.1E-6,4539.9,48.093,2.3907E-4,1.8089E8,60.801,9e-12
7313,8.88E-6,9.64E-6,6.8E-6,1.2E-7,1.24E-6,1.12E-6,8.24E-6,3.02E-6,1.2E-7,4.56E-6,2.2E-7,1.0,2.0,2.0,1.0,1.0,4.0,13.0,2.0,1.0,1.0,2.0,1.8E-6,2.4E-7,1.4E-7,6.0E-7,1.0E-7,1.16E-6,1.02E-6,1.36E-6,1.5E-6,1.98E-6,7.6E-7,5146.1,48.079,2.3455E-4,2.0117E8,61.104,9e-12
7314,8.96E-6,9.48E-6,6.0E-6,1.2E-7,1.42E-6,9.2E-7,9.58E-6,1.56E-6,1.2E-7,4.08E-6,1.2E-7,5.0,1.0,1.0,1.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,1.52E-6,4.6E-7,2.6E-7,8.6E-7,1.4E-7,1.22E-6,1.0E-6,1.82E-6,1.88E-6,1.88E-6,1.4E-6,5124.7,48.076,3.9075E-5,3.3375E7,73.326,9e-12
