Weights,Mean Performance Error
3.836721623429662,0.15857988595962524
2.1497497228637323,0.059422679245471954
0.5757491933348807,0.021357988938689232
4.630040187106423,0.20883417129516602
0.6983604152250905,0.021468376740813255
2.3096965983987037,0.06753432005643845
0.713895220563257,0.021496359258890152
3.1047452941950917,0.11377072334289551
1.5350865917528778,0.035325199365615845
4.154053920034102,0.17747779190540314
0.03745384475783975,0.022966444492340088
1.093038837338688,0.025080295279622078
0.1032953182231583,0.022565342485904694
1.4555894989283533,0.033098217099905014
0.8403745682304942,0.021995725110173225
2.936019548439662,0.1041850820183754
1.8923627575471502,0.04742773249745369
0.6939005368507223,0.021463841199874878
0.3379662621196433,0.021639671176671982
1.3382460917223553,0.029969723895192146
2.755415810902922,0.09364858269691467
0.6749719960385396,0.02140076830983162
0.48965753085655706,0.021402422338724136
0.3193545945195023,0.02170652709901333
1.7969536744164196,0.04371292144060135
1.0346624500463677,0.024280356243252754
0.4082141790018631,0.021465301513671875
1.1563166709537311,0.026105813682079315
3.301642183094314,0.12636683881282806
1.6805939100000797,0.03972833603620529
0.5850418863579007,0.021352427080273628
0.5049387959329368,0.021397311240434647
0.07055630895179393,0.022749047726392746
0.9521599476338879,0.023131724447011948
2.065847277254079,0.055273085832595825
0.6428422070678046,0.021356336772441864
4.922548401170608,0.22325098514556885
1.2646280502541436,0.028142185881733894
2.3330537088361005,0.06875202059745789
0.5651024917985497,0.021340101957321167
3.8752674252984627,0.1600479781627655
0.5764236456056278,0.021357696503400803
0.7196645562924333,0.021506628021597862
0.20402315881667377,0.022066541016101837
0.9465213712388414,0.023055363446474075
0.5632208447569068,0.02133999392390251
0.5179738776422049,0.02140093222260475
1.5008658812953417,0.03431233763694763
0.0047292465055399635,0.023236192762851715
0.8366968389528244,0.02197013422846794
