Weights,Mean Performance Error
4.516151431052099,0.14992862939834595
3.703011893448866,0.15497277677059174
2.2004047439827183,0.11129800975322723
4.063364671515558,0.15338806807994843
0.027361911041043907,0.030981481075286865
2.624026691953958,0.13622821867465973
3.2953251956466474,0.15347710251808167
1.9009353559699749,0.09168031066656113
1.218756401102428,0.05213041603565216
0.02114927079230222,0.03112029656767845
0.12146607415467753,0.02924342080950737
0.09886902848839574,0.029610998928546906
0.9980078181570424,0.04310350865125656
0.9409687560534246,0.04075827822089195
0.5170241169356319,0.0300828255712986
1.7603375056387303,0.08161850273609161
0.5863500367191494,0.031098399311304092
2.826462677746832,0.1422569900751114
1.5076538433723112,0.06559944152832031
0.5665720209445362,0.030857376754283905
0.01963171564968484,0.031154287979006767
0.49288088105768113,0.029548488557338715
0.5229973531493239,0.030217362567782402
1.155017161624785,0.04905974864959717
0.35179632110194003,0.02841835655272007
0.6938665355583762,0.03306228294968605
1.310915706395174,0.05719766765832901
4.896321125434214,0.14730395376682281
1.6046485923264537,0.07087278366088867
2.1905357065155204,0.11057014018297195
0.39554099390702774,0.0285948496311903
0.41544969003166654,0.02870512381196022
0.31139077930816,0.02830697037279606
0.7815977906546033,0.03555183485150337
0.3367784589310156,0.02834472618997097
0.30439505828254076,0.02829965576529503
0.953779023712802,0.04127771034836769
3.882177358350904,0.15446269512176514
3.126668485947301,0.1512790024280548
0.20082533089377372,0.028355199843645096
2.020202644596915,0.09888532757759094
0.22617491568505452,0.02831619419157505
0.24775514061910095,0.02826935052871704
0.7836870148622268,0.03561731427907944
0.23319364879464782,0.028324756771326065
0.25941399850241076,0.028257831931114197
1.2866011672773436,0.05606820806860924
0.8874516900043478,0.038658346980810165
1.0836890815641356,0.045982085168361664
0.2162438690806562,0.028288524597883224
